Date,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chhattisgarh,Goa,Gujarat,Haryana,Himachal Pradesh,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Delhi
2019-12-01,106.98,314.5,195.85,308.43,256.08,136.54,280.11,241.49,346.1,371.9,479.01,48.19,70.68,332.21,297.1,83.87,127.27,330.74,297.54,84.59,346.0,387.78,286.24,99.24,95.36,597.76,162.7,73.75,198.54
2019-12-02,112.2,305.36,191.28,306.26,267.47,147.1,271.98,246.72,359.2,387.18,485.86,53.83,82.05,342.41,285.15,88.28,122.29,322.42,292.48,91.38,352.64,378.14,282.14,108.44,105.7,578.0,157.98,83.8,189.91
2019-12-03,105.1,306.08,193.32,319.59,258.6,151.07,288.4,245.68,342.22,386.67,487.39,54.72,86.32,349.18,281.23,78.34,115.1,333.51,309.48,89.77,345.54,386.82,287.9,103.08,87.64,586.04,169.71,87.63,203.41
2019-12-04,108.84,299.49,182.58,304.01,267.43,138.22,273.31,250.6,352.53,374.89,485.49,53.2,75.2,343.93,285.68,86.82,112.52,322.78,301.69,84.3,352.39,381.82,281.99,103.41,106.82,582.82,156.68,82.56,199.66
2019-12-05,114.81,305.55,198.01,317.16,262.31,148.85,288.88,245.6,359.84,376.44,488.17,46.09,88.79,331.35,291.78,77.63,115.22,330.97,297.14,93.19,350.4,375.27,283.07,111.85,104.69,591.55,155.54,75.04,200.15
2019-12-06,104.15,314.35,197.15,316.81,267.38,142.85,277.53,252.25,349.55,378.82,480.14,56.92,85.46,340.8,291.46,81.28,125.64,327.44,298.94,85.23,359.5,378.83,283.65,105.86,96.56,591.11,160.26,75.99,202.25
2019-12-07,100.09,297.03,182.83,322.74,255.67,144.78,277.61,238.57,343.54,390.71,488.99,57.74,88.67,331.78,293.23,82.9,117.98,322.94,304.47,87.86,348.37,378.24,287.57,112.9,100.4,580.83,157.61,87.03,187.98
2019-12-08,107.5,311.58,182.48,308.86,269.5,136.5,279.4,236.48,353.02,390.81,495.11,54.0,72.69,345.67,296.03,70.2,127.47,322.89,309.68,97.68,362.2,374.65,274.09,111.44,92.06,597.39,155.95,88.11,190.8
2019-12-09,115.43,312.26,195.83,321.64,261.73,142.0,280.16,244.63,353.13,374.76,486.37,43.3,70.64,336.04,283.98,84.66,130.7,318.79,303.33,91.1,359.76,390.57,280.38,109.71,98.56,596.29,152.76,83.88,201.95
2019-12-10,114.63,295.89,183.54,314.83,262.06,145.62,277.91,246.34,342.8,375.92,484.83,50.44,71.06,338.85,285.22,81.74,131.46,317.36,311.3,85.55,346.07,371.95,277.36,109.9,100.86,586.68,166.3,83.51,204.05
2019-12-11,101.83,303.46,183.98,304.94,253.84,153.68,290.55,251.8,351.09,388.21,476.91,50.31,88.23,340.97,280.68,81.83,122.35,316.88,307.0,96.79,355.14,384.0,273.54,100.62,103.63,585.19,168.6,74.14,189.96
2019-12-12,117.78,308.26,193.53,306.55,261.58,138.23,286.23,252.92,354.8,375.15,485.0,59.83,80.62,332.24,296.16,68.74,126.1,330.79,298.05,88.01,359.48,386.48,282.47,110.77,96.07,584.42,160.33,78.67,186.78
2019-12-13,100.32,309.58,190.79,313.82,266.95,146.66,286.26,239.15,356.35,372.74,491.27,59.22,88.73,332.63,283.65,78.64,119.26,319.94,306.69,96.13,358.37,387.21,270.33,108.1,91.48,587.35,170.42,86.12,187.88
2019-12-14,105.16,301.09,197.6,310.61,268.59,145.91,284.57,240.0,342.12,384.26,489.76,60.81,85.61,347.14,289.86,78.33,123.99,330.35,300.21,81.46,346.8,370.85,277.21,110.65,87.7,581.47,162.1,74.23,190.16
2019-12-15,105.37,307.86,186.23,312.27,257.08,153.98,272.2,247.41,355.91,371.91,489.48,41.7,85.55,343.92,291.45,83.4,130.45,332.41,303.91,89.71,358.22,371.47,269.94,98.08,101.53,583.2,170.58,83.94,189.84
2019-12-16,103.09,306.48,182.01,321.52,262.98,150.21,271.18,243.01,357.53,383.72,481.62,49.92,74.43,343.73,287.61,86.96,128.73,317.14,298.51,80.98,360.67,372.18,279.06,100.0,92.0,596.87,162.2,88.51,191.56
2019-12-17,106.69,312.26,199.47,311.49,268.7,137.32,289.08,252.92,344.94,379.6,480.57,41.51,83.65,333.56,284.94,75.91,117.1,331.95,303.38,85.73,352.4,377.87,278.11,103.29,87.46,584.56,162.26,75.87,194.08
2019-12-18,113.71,304.47,199.01,304.72,254.43,150.81,285.35,253.49,346.5,373.98,496.19,45.25,83.44,333.65,290.76,83.32,119.57,320.62,308.84,86.79,362.76,385.04,283.96,109.62,107.18,580.31,152.65,86.18,198.16
2019-12-19,106.98,307.12,193.35,306.66,266.3,146.57,288.99,248.61,358.98,385.22,476.93,52.28,87.05,331.89,293.39,83.64,131.1,319.94,308.6,91.22,353.6,387.15,281.96,104.86,92.71,591.3,152.43,84.47,201.42
2019-12-20,108.97,297.22,185.14,312.35,263.06,155.01,285.07,244.22,361.69,372.71,480.43,53.17,84.68,337.81,283.86,88.2,111.51,321.3,309.4,86.82,363.2,380.71,283.74,112.1,90.47,590.71,160.53,88.5,189.11
2019-12-21,100.15,299.31,192.09,315.73,270.12,140.16,280.33,235.47,361.61,372.36,492.64,55.25,79.28,338.15,295.01,83.83,116.89,322.0,309.4,87.38,361.51,380.72,279.44,112.29,90.8,581.64,154.28,85.1,204.11
2019-12-22,103.09,303.13,193.26,322.2,254.49,150.91,272.94,241.79,354.44,377.34,488.14,53.89,70.74,343.81,277.85,81.67,123.32,315.75,295.76,99.73,348.54,384.26,276.19,106.95,104.93,591.19,153.55,74.94,197.7
2019-12-23,115.88,304.52,191.07,318.31,255.85,142.16,271.98,234.65,353.69,379.19,492.61,44.77,72.6,340.62,293.23,86.83,126.37,324.55,302.59,82.79,360.85,377.48,286.03,114.19,94.21,592.72,151.51,84.42,198.6
2019-12-24,106.5,312.43,181.51,307.74,271.6,148.74,275.96,236.54,361.47,390.7,480.66,48.16,73.62,346.79,277.34,81.57,124.99,325.19,294.57,96.08,356.03,377.38,271.21,98.23,99.43,588.91,164.51,89.69,198.22
2019-12-25,113.52,301.41,199.2,319.35,258.16,140.63,282.35,239.66,350.02,377.4,483.93,60.65,74.56,333.04,282.47,77.12,123.21,324.17,308.22,98.93,350.36,376.64,285.08,101.03,89.31,594.81,163.1,76.4,203.18
2019-12-26,115.82,295.97,197.21,308.63,269.6,145.83,287.93,240.5,344.82,380.51,487.38,52.75,86.3,347.36,292.57,82.45,126.6,317.87,300.23,88.67,355.37,376.03,283.87,112.49,97.29,585.25,168.99,86.13,197.98
2019-12-27,99.83,309.5,186.3,311.44,261.91,147.83,274.36,239.43,345.18,375.28,481.37,44.88,79.1,341.26,286.66,78.94,115.51,324.19,301.33,87.38,344.09,371.55,272.82,113.81,89.85,584.34,153.91,87.43,198.32
2019-12-28,109.8,307.17,194.41,317.52,268.49,155.07,273.03,250.8,357.34,373.76,493.63,52.65,81.67,336.5,294.35,74.9,113.87,317.28,310.89,98.57,350.7,383.23,279.74,110.32,106.07,593.84,161.89,78.24,197.33
2019-12-29,110.81,298.15,197.09,316.64,260.31,142.58,284.09,240.65,347.65,383.88,494.21,55.5,86.14,344.93,290.44,79.46,118.47,322.14,304.26,96.94,359.02,383.66,280.15,106.59,102.8,584.57,151.93,72.63,199.99
2019-12-30,102.46,313.39,181.51,310.18,267.41,139.63,286.97,236.85,353.47,372.65,486.11,50.69,86.84,350.02,285.77,73.03,126.73,332.98,295.32,96.98,360.11,375.41,287.23,104.75,98.57,587.16,152.36,81.15,190.07
2019-12-31,107.36,306.71,190.28,306.75,257.07,146.92,287.16,236.15,346.0,385.13,480.03,49.12,90.17,344.31,288.51,85.4,125.34,328.88,301.52,90.78,351.55,388.05,275.2,116.79,92.04,584.37,168.47,88.17,196.01
2020-01-01,110.29,311.91,192.16,319.17,261.32,139.47,283.3,244.67,345.55,382.48,488.51,57.8,82.73,334.56,288.49,84.48,129.41,320.85,298.27,84.63,348.12,375.28,282.18,112.82,94.24,596.26,160.67,75.39,192.89
2020-01-02,109.98,298.78,185.38,311.1,257.78,144.18,271.72,252.55,360.24,374.51,476.62,43.89,72.12,332.01,284.94,77.57,112.04,325.38,300.25,95.92,345.37,375.14,276.1,101.1,95.73,585.0,165.64,85.47,193.73
2020-01-03,110.86,296.36,191.65,310.96,255.28,140.9,287.8,237.35,347.21,389.37,496.07,60.99,90.42,332.42,283.71,81.51,122.17,320.48,293.16,93.62,357.5,376.94,278.61,102.52,87.91,587.01,169.87,88.93,194.03
2020-01-04,104.14,314.22,189.56,306.77,270.24,141.24,286.92,253.77,351.21,372.99,483.29,47.23,87.3,343.28,284.6,75.24,126.99,328.65,307.5,88.76,361.57,374.32,277.46,111.92,87.76,580.13,163.72,88.28,185.35
2020-01-05,114.7,308.89,199.84,323.17,255.26,145.99,278.63,238.63,361.93,390.0,484.91,44.01,87.88,339.24,296.46,83.39,130.63,326.73,291.75,87.22,344.28,384.27,286.86,113.82,105.89,579.19,154.91,83.03,192.0
2020-01-06,100.72,310.51,194.19,308.0,259.09,139.12,285.77,243.29,355.11,390.1,481.94,41.21,84.35,346.47,293.39,79.05,126.15,316.58,307.8,99.39,351.15,372.03,273.67,98.63,88.49,589.24,162.07,72.49,199.58
2020-01-07,105.34,303.12,184.37,314.52,269.91,138.56,281.62,233.84,343.93,385.4,485.46,44.7,76.97,344.94,280.99,88.28,114.8,332.75,291.89,87.62,350.64,383.86,273.0,105.81,106.71,583.79,162.39,85.32,188.94
2020-01-08,117.68,301.53,195.9,314.49,259.49,143.4,272.12,238.27,348.66,371.5,495.46,42.21,74.03,336.34,295.21,80.17,129.47,317.86,295.26,87.24,349.25,386.02,287.61,104.44,102.12,579.01,160.89,79.86,197.57
2020-01-09,114.33,304.36,198.69,313.22,265.16,142.98,273.16,253.73,362.01,377.77,481.69,49.31,82.9,339.94,293.0,74.5,122.69,322.04,293.14,98.19,350.96,390.47,274.97,109.26,106.88,579.56,152.99,71.25,187.69
2020-01-10,105.08,308.76,182.56,322.27,267.86,141.7,289.83,245.16,355.74,374.65,489.75,44.91,74.79,338.11,290.09,81.84,118.02,318.48,293.1,91.44,344.09,382.19,269.43,102.38,93.9,597.31,166.04,87.93,194.85
2020-01-11,106.38,304.95,184.32,306.29,268.13,153.91,290.07,248.39,343.95,379.07,492.44,48.39,82.61,330.59,287.98,72.76,121.27,322.79,305.61,90.91,359.47,387.6,276.01,104.09,91.34,584.37,155.88,82.55,199.19
2020-01-12,107.05,314.45,194.15,313.33,256.25,152.31,285.9,251.88,359.45,389.65,491.53,53.34,88.05,347.48,284.39,88.37,118.81,324.09,300.38,97.36,357.51,390.45,284.15,107.25,91.7,585.52,159.3,75.77,185.59
2020-01-13,101.13,296.77,194.38,314.31,254.5,144.84,275.5,247.05,345.06,379.39,490.27,57.67,79.3,347.34,287.52,76.03,117.2,321.31,308.14,97.77,360.19,390.53,272.41,107.42,88.56,594.94,169.88,73.05,185.35
2020-01-14,112.8,307.45,182.42,305.56,253.49,144.69,281.5,237.13,351.8,378.94,482.81,55.76,80.63,347.65,294.39,68.68,113.96,321.99,307.27,82.33,355.68,380.35,281.15,101.72,99.69,583.87,152.42,84.36,186.61
2020-01-15,113.85,314.98,192.83,312.38,254.19,142.91,279.46,239.04,360.25,371.89,478.88,51.46,83.08,338.16,286.61,69.95,118.91,329.73,302.85,96.9,354.22,379.79,274.97,110.74,95.24,579.33,166.51,87.86,186.26
2020-01-16,114.06,310.27,195.15,321.59,266.83,136.54,285.45,242.3,359.6,381.95,488.99,41.64,76.32,345.68,295.3,72.51,114.67,333.77,306.25,97.26,362.72,370.65,275.67,108.84,101.46,583.37,168.86,85.35,190.53
2020-01-17,119.26,301.08,193.29,321.32,270.03,147.8,273.96,236.68,354.57,377.05,478.18,53.13,73.95,332.05,280.24,78.91,113.2,327.28,293.19,99.68,348.45,377.75,284.39,106.72,96.02,593.77,165.72,85.8,191.1
2020-01-18,113.46,309.08,195.79,309.48,259.54,140.22,283.76,247.91,355.8,373.52,487.0,46.72,75.75,342.22,290.64,83.65,120.39,324.25,297.27,99.59,358.86,381.7,288.18,111.66,89.31,579.22,160.48,84.76,202.72
2020-01-19,118.37,310.38,192.06,315.36,253.12,150.9,288.9,241.17,353.24,371.83,488.86,49.16,76.76,343.6,283.77,86.53,120.91,319.91,292.25,81.99,353.92,376.77,270.87,113.92,106.94,583.41,161.45,84.74,190.26
2020-01-20,119.37,312.94,191.19,317.21,252.54,140.45,277.08,239.12,346.89,384.99,477.63,54.77,71.21,334.55,287.95,72.46,130.98,316.5,300.84,93.21,362.82,379.64,280.72,101.02,103.46,593.5,160.47,73.6,188.17
2020-01-21,103.93,309.85,192.09,303.73,262.4,151.47,287.18,237.65,356.2,371.39,491.13,60.53,79.52,338.3,282.17,77.66,118.23,329.33,298.39,97.31,357.75,381.64,277.29,111.15,90.21,589.03,151.41,83.21,194.49
2020-01-22,115.68,298.88,187.07,319.48,257.59,150.15,272.26,238.27,346.85,375.23,483.55,55.56,73.28,343.89,277.5,80.94,118.6,324.53,306.14,98.18,343.3,388.35,275.55,110.16,91.39,588.27,155.25,89.24,188.81
2020-01-23,105.19,307.16,188.24,322.13,270.3,143.06,287.67,248.34,360.08,388.1,491.56,45.05,80.29,339.2,289.88,76.7,130.87,334.03,307.23,91.32,350.94,387.03,277.72,117.08,95.75,591.88,164.23,83.19,186.65
2020-01-24,113.44,306.3,181.84,319.54,266.68,140.95,290.85,251.24,359.6,374.29,493.73,46.38,78.68,330.86,296.64,69.1,117.88,333.2,297.87,86.65,347.4,389.46,280.44,108.29,90.3,585.42,158.94,86.24,195.41
2020-01-25,119.35,298.56,197.08,307.14,258.33,144.08,271.31,247.89,343.98,387.58,489.28,42.63,84.12,347.38,291.35,69.9,113.38,328.61,306.7,93.82,358.63,378.9,287.46,106.23,100.87,590.67,154.23,72.15,187.93
2020-01-26,107.91,304.59,192.97,318.14,267.81,143.59,283.46,243.37,354.21,381.36,477.68,59.55,76.53,333.42,282.87,81.47,127.05,316.55,304.53,82.85,352.25,388.86,273.83,109.09,93.82,578.47,167.89,87.97,185.23
2020-01-27,107.71,312.08,192.3,314.04,257.99,137.51,289.41,250.03,357.63,371.73,476.91,53.39,82.89,333.72,280.47,82.66,122.27,324.51,301.73,88.32,362.33,386.24,272.36,117.27,95.96,585.71,153.65,82.31,200.85
2020-01-28,117.29,297.74,191.69,321.06,253.45,148.75,284.91,235.79,346.04,378.25,489.05,50.76,76.54,340.95,289.04,78.7,116.58,322.68,302.8,86.31,349.99,374.01,277.67,113.57,105.16,592.89,167.37,86.09,204.34
2020-01-29,101.15,308.07,185.99,321.75,265.78,149.73,276.22,245.48,350.81,386.28,494.34,43.54,79.62,333.94,279.42,77.31,128.12,331.83,300.71,88.6,345.52,381.46,273.88,102.72,94.44,597.62,163.91,79.33,190.59
2020-01-30,115.69,313.1,187.4,310.22,254.4,143.27,278.33,241.35,349.68,387.37,480.99,53.12,78.98,338.05,283.28,78.42,124.72,327.96,298.95,94.37,347.01,370.62,272.71,115.4,101.06,591.05,160.95,87.04,202.61
2020-01-31,117.15,307.66,199.37,313.83,260.02,142.62,289.13,241.66,352.83,383.94,492.23,49.71,74.93,339.65,290.48,75.62,131.33,326.51,296.19,92.26,347.74,382.44,272.37,108.92,91.05,595.44,168.52,84.65,201.23
2020-02-01,109.99,308.15,192.01,317.87,267.14,148.75,282.55,234.74,361.54,389.87,491.64,59.85,78.26,334.19,295.06,68.88,118.92,328.76,306.03,86.34,351.87,374.56,277.75,101.04,99.17,588.15,153.55,77.16,188.14
2020-02-02,116.32,304.72,199.24,308.85,262.51,145.39,281.22,242.76,353.55,376.52,482.1,44.61,89.65,349.3,288.83,69.97,112.35,322.22,292.82,81.42,357.76,388.53,284.08,105.36,89.7,595.87,152.48,85.47,188.33
2020-02-03,106.61,312.2,197.06,316.76,266.77,148.88,289.25,239.24,351.11,374.16,489.73,56.5,78.32,341.96,293.44,72.96,117.83,323.08,295.14,97.74,361.56,378.55,284.47,101.48,105.7,583.04,159.75,88.14,189.29
2020-02-04,110.67,311.09,198.17,317.28,261.9,140.22,289.19,242.93,343.77,387.92,492.19,44.21,90.29,334.09,294.07,86.54,115.73,331.24,295.45,85.41,353.79,385.85,271.21,98.62,105.08,584.64,167.98,74.35,191.57
2020-02-05,115.58,298.14,190.24,309.58,255.05,154.31,282.57,246.15,353.14,391.27,490.51,48.3,78.09,347.99,290.33,79.84,126.31,322.66,306.87,92.75,359.58,375.15,275.99,106.06,96.16,580.91,167.49,74.74,201.7
2020-02-06,115.35,314.57,183.58,315.76,267.41,141.96,273.52,236.35,344.09,375.93,478.25,54.69,86.68,349.66,282.56,78.03,118.54,334.71,304.53,83.32,356.65,383.54,274.83,115.91,103.5,595.21,164.86,82.7,198.58
2020-02-07,99.88,297.03,194.51,321.67,269.85,142.44,282.76,249.07,360.97,384.4,495.81,47.57,75.6,348.29,279.48,82.13,114.64,318.71,292.04,89.33,350.97,385.71,276.53,101.46,93.81,595.1,169.72,80.45,199.51
2020-02-08,100.42,296.06,192.69,318.94,266.41,138.01,288.98,239.2,357.53,382.13,490.5,50.32,83.13,337.45,285.7,72.04,127.0,317.36,298.58,99.62,358.37,378.6,274.81,99.64,101.99,597.03,165.17,84.71,189.11
2020-02-09,107.84,305.47,190.6,315.74,261.44,141.69,288.32,237.46,347.09,373.69,482.01,50.7,74.26,336.64,287.03,71.99,120.3,322.19,298.82,96.61,347.36,376.36,274.46,108.23,89.46,595.87,167.81,75.98,199.95
2020-02-10,106.19,302.19,181.34,309.09,271.66,136.42,284.32,250.23,356.2,389.61,478.51,55.62,79.2,348.5,293.8,74.64,118.25,326.07,310.86,89.2,355.55,384.77,273.51,115.68,97.86,589.63,170.68,86.01,185.32
2020-02-11,108.71,304.96,186.43,305.22,254.77,141.87,286.34,252.22,343.97,372.86,480.4,44.26,78.86,334.27,283.59,77.54,113.05,321.06,294.44,89.43,361.75,382.01,280.35,109.39,93.04,583.87,162.49,75.61,185.77
2020-02-12,110.99,299.09,187.8,307.92,254.47,144.43,275.28,241.9,357.8,386.03,487.23,58.85,80.69,345.31,283.85,68.53,127.08,328.05,297.57,92.84,344.17,385.04,271.86,107.54,98.22,577.98,157.68,72.24,198.07
2020-02-13,109.92,306.52,197.62,317.12,262.87,136.4,282.33,236.15,358.74,372.39,486.23,51.49,76.78,331.89,287.3,72.07,128.84,317.3,305.19,81.84,360.38,390.2,276.01,116.74,93.8,596.1,166.32,86.05,190.73
2020-02-14,111.21,312.54,188.66,307.4,254.52,145.02,274.07,245.16,346.17,384.1,494.47,48.76,76.26,339.85,279.21,85.49,115.94,319.27,296.7,81.83,353.72,389.11,270.84,101.28,102.25,596.35,164.51,80.28,190.64
2020-02-15,106.82,312.45,191.65,322.35,267.76,145.06,281.45,236.89,360.39,379.17,477.45,44.84,76.36,343.74,278.08,86.78,125.36,324.52,298.21,98.86,360.74,379.33,277.43,111.47,106.75,591.03,159.3,71.41,201.84
2020-02-16,106.31,303.62,184.22,321.34,271.33,146.5,277.36,244.4,354.35,390.04,485.83,50.39,71.73,348.36,286.51,79.79,117.35,329.12,301.42,82.94,358.01,380.12,276.24,98.49,89.32,580.47,154.83,74.81,192.21
2020-02-17,113.03,300.89,201.14,310.89,269.26,140.98,286.08,250.37,354.99,378.5,488.02,58.06,83.22,340.97,283.92,80.61,113.61,315.1,305.38,85.84,347.73,384.53,277.17,113.11,97.82,594.2,170.6,82.36,195.97
2020-02-18,114.66,315.44,194.61,311.64,253.03,141.44,276.56,245.65,346.92,385.32,487.6,49.23,78.13,343.2,283.4,75.82,114.69,332.19,306.46,92.46,362.92,384.96,281.55,107.9,103.89,584.06,154.73,71.87,185.22
2020-02-19,112.66,314.75,189.35,313.27,264.78,146.54,288.97,241.11,347.06,372.34,476.48,45.49,75.21,342.55,288.65,82.56,129.62,324.87,296.7,82.42,350.11,371.94,269.62,115.69,99.53,579.58,165.71,74.75,200.95
2020-02-20,111.36,303.17,189.6,313.19,268.35,154.53,275.23,249.57,345.87,387.22,496.01,48.77,76.07,335.74,290.09,74.84,112.8,330.65,303.5,86.17,349.03,375.49,275.76,108.7,94.33,591.34,154.6,76.02,189.76
2020-02-21,104.96,298.57,191.91,306.81,263.37,153.49,285.19,251.34,358.93,389.82,485.34,49.56,79.78,331.14,289.56,71.95,113.05,316.93,308.02,84.67,344.36,385.57,269.63,103.8,96.5,589.13,167.34,87.37,188.17
2020-02-22,119.71,298.87,186.29,321.66,266.08,152.14,277.7,238.83,353.73,389.95,476.62,49.45,75.96,340.19,290.14,70.76,118.42,326.87,306.45,99.97,360.62,377.47,284.68,111.71,90.7,596.92,156.52,76.58,197.21
2020-02-23,114.38,297.81,188.49,320.8,262.28,139.98,272.55,243.94,349.69,383.49,485.5,59.64,73.45,332.32,279.3,81.05,126.4,333.87,296.87,83.31,353.29,378.9,279.09,105.05,102.01,591.01,157.5,84.54,199.19
2020-02-24,112.17,315.2,186.29,307.59,268.14,154.47,274.78,250.07,361.03,389.62,480.96,48.47,84.38,349.42,293.34,83.53,125.83,326.61,295.33,82.75,356.73,374.32,286.94,116.48,105.4,594.23,157.54,88.74,187.54
2020-02-25,104.02,298.31,197.76,320.54,266.06,144.47,283.99,245.08,354.43,385.56,493.82,44.62,85.39,335.93,286.29,71.51,128.98,331.98,298.67,84.05,357.77,387.49,277.09,113.74,101.48,586.81,165.88,71.41,193.78
2020-02-26,108.51,312.54,200.04,304.38,270.49,155.13,274.79,239.38,346.85,380.59,494.27,43.32,80.57,335.88,277.31,87.63,113.5,332.22,301.91,88.18,346.89,377.75,283.12,101.96,97.02,579.1,167.89,78.11,202.19
2020-02-27,105.56,302.9,193.99,312.97,270.75,138.01,282.55,236.51,346.6,383.71,491.38,46.25,77.48,345.53,278.56,85.11,124.41,319.41,307.24,94.16,346.67,387.76,284.23,116.08,97.19,590.6,151.67,86.39,190.6
2020-02-28,102.2,312.85,186.28,322.98,262.71,151.41,277.58,248.09,355.54,386.16,484.99,52.9,77.71,331.42,283.39,71.8,129.02,330.8,293.13,93.77,348.23,379.71,270.99,114.03,98.49,580.29,153.9,75.22,201.86
2020-02-29,117.41,310.84,188.9,317.39,267.45,141.81,285.5,245.83,344.24,381.44,489.43,45.09,80.81,335.01,296.07,83.17,125.13,324.32,299.5,86.25,344.41,384.36,274.99,114.11,90.21,586.35,155.43,89.05,195.91
2020-03-01,119.72,304.92,193.0,322.55,264.8,140.39,277.8,251.89,356.42,374.79,486.97,58.46,76.99,331.7,277.39,88.2,114.32,333.94,308.95,85.11,343.56,373.7,269.73,114.42,91.1,588.62,157.73,70.79,198.14
2020-03-02,104.5,297.32,193.59,322.08,256.77,141.15,289.69,246.57,349.29,390.94,485.48,56.27,71.39,332.83,295.12,76.7,125.92,315.8,291.64,85.71,347.2,375.27,276.36,113.51,92.75,589.74,158.87,76.91,194.62
2020-03-03,102.82,296.9,188.31,315.5,252.56,142.72,276.44,249.6,344.18,374.88,487.22,45.56,80.28,333.67,293.16,74.26,116.39,316.59,298.46,85.93,352.97,383.31,269.54,106.4,87.39,594.78,154.9,82.75,198.93
2020-03-04,112.58,304.46,186.06,304.67,253.51,146.6,275.72,237.7,357.53,382.37,494.13,58.98,78.37,340.73,292.56,82.75,124.83,318.52,292.7,84.13,355.89,381.31,276.9,100.23,102.72,579.66,164.32,72.03,203.88
2020-03-05,101.97,307.69,190.28,318.01,266.85,140.2,273.55,237.29,346.54,384.32,489.89,43.94,82.07,335.41,291.31,85.77,121.3,323.39,297.33,92.36,345.52,379.41,285.34,106.12,103.21,584.37,163.75,76.39,193.61
2020-03-06,110.44,305.48,186.95,306.75,270.24,138.46,287.48,242.13,357.3,381.29,482.14,54.44,70.64,349.61,293.77,79.7,113.23,320.61,298.28,87.51,354.85,390.13,281.99,108.39,89.79,593.47,167.67,71.86,203.19
2020-03-07,102.7,314.48,186.42,317.4,271.02,147.88,274.89,247.14,356.7,383.23,490.79,43.35,74.3,331.9,296.52,82.52,124.05,323.16,309.16,88.21,356.36,374.49,280.91,112.7,99.97,580.78,162.34,82.92,190.25
2020-03-08,107.13,313.73,200.66,321.06,265.5,140.8,273.58,240.95,352.03,376.66,490.66,46.19,87.66,336.7,284.03,85.18,111.75,332.6,293.6,87.26,358.81,383.53,278.41,111.47,105.9,596.88,154.41,79.86,189.07
2020-03-09,101.09,304.67,192.61,311.06,264.72,143.9,273.21,233.88,351.23,378.37,489.57,57.48,86.27,336.84,296.75,71.34,118.5,325.76,296.61,90.43,354.72,388.96,287.42,110.18,101.28,597.08,164.9,88.64,189.1
2020-03-10,100.51,309.58,200.41,318.76,261.04,152.83,289.13,246.93,345.2,380.75,488.53,51.9,76.93,349.67,294.27,87.48,123.35,330.76,291.85,90.27,350.98,379.56,287.06,111.83,92.39,586.55,164.22,89.41,185.96
2020-03-11,112.62,313.28,185.94,310.25,268.19,135.6,290.31,238.28,355.36,384.51,488.12,43.27,72.4,348.99,279.9,76.79,119.66,331.42,307.13,90.05,352.9,370.76,273.14,101.28,97.16,582.19,168.42,86.81,199.6
2020-03-12,118.28,300.9,189.07,307.31,262.81,149.95,284.17,248.86,361.84,383.35,493.48,56.32,84.41,344.39,283.24,73.33,130.42,333.08,311.0,91.21,361.76,375.13,275.85,109.44,101.65,578.65,169.41,75.11,187.72
2020-03-13,115.05,308.96,192.33,305.38,265.89,141.76,280.02,238.29,355.78,390.23,481.76,47.4,83.21,340.27,289.32,78.38,118.95,323.77,310.9,84.49,348.44,370.96,287.5,99.3,105.22,583.32,161.72,80.02,191.86
2020-03-14,111.18,314.21,198.86,308.98,255.82,138.11,278.26,253.01,351.69,386.74,489.16,49.69,73.86,338.33,290.76,80.98,123.63,333.68,297.08,82.54,352.73,371.3,288.48,99.1,99.73,584.41,162.93,81.01,202.25
2020-03-15,107.95,301.67,194.25,314.15,262.46,155.16,283.29,252.04,349.63,383.06,483.39,46.18,85.7,336.42,283.01,82.25,114.78,323.04,309.93,85.89,349.53,380.55,272.76,107.45,88.69,583.45,161.65,78.89,190.91
2020-03-16,109.78,299.52,193.95,316.77,260.84,136.69,278.11,251.49,361.32,390.41,496.24,57.83,78.51,346.74,280.11,82.22,115.28,333.9,303.91,100.22,344.68,387.18,271.14,101.27,99.19,594.74,161.78,82.68,191.12
2020-03-17,116.46,307.2,194.4,312.41,260.57,146.04,281.95,237.91,353.22,383.46,484.6,59.94,75.82,344.17,294.85,68.64,114.75,320.69,308.59,97.56,355.29,380.68,273.86,116.12,106.78,588.04,157.25,90.21,204.96
2020-03-18,103.35,309.15,193.04,313.2,265.31,145.07,290.11,241.09,347.59,383.69,477.5,46.03,89.4,340.25,282.75,84.28,123.35,327.8,295.71,99.93,343.72,377.71,288.9,114.92,99.86,593.41,166.15,87.25,189.18
2020-03-19,104.0,307.61,196.28,317.62,252.42,144.38,279.84,252.52,354.07,382.54,481.39,51.49,73.78,337.07,281.85,82.16,117.36,328.11,303.99,81.76,361.93,371.89,278.25,102.91,101.8,592.99,155.61,72.6,197.63
2020-03-20,106.3,310.38,181.66,306.07,264.04,148.33,287.44,237.79,356.72,381.4,489.15,43.17,77.9,331.21,296.83,78.01,129.54,326.12,292.65,100.55,362.13,372.65,278.06,107.29,105.7,594.21,157.04,89.87,185.56
2020-03-21,107.15,308.6,195.26,316.49,262.6,144.86,273.46,236.83,356.81,375.12,481.57,46.11,84.86,343.79,281.37,80.96,126.22,323.02,308.44,98.59,360.03,390.14,274.35,113.93,101.92,595.11,159.76,85.3,202.55
